,Rating,Title,Review,Review_Date
3817,1.0,Phone is having issues any incomming call the screen goes blank and does not work,Phone is not working properly i have costed the OnePlus store and even they are unable to fix this issue,5 September 2022
3818,1.0,Weast of money don't buy,I. Am buying the product this phone. After 3 mont phone hang,14 September 2022
3819,5.0,Exalent,Superb superb,4 April 2022
3820,1.0,Worst service,There is issue in alla Nord ce2 5g phones i given in OnePlus service centre it's been 15days but not responsible,6 September 2022
3821,5.0,Very well Balanced phone,,4 April 2022
3822,5.0,Good phone under 25k good battery life and good camera,All perfect nice phone,7 April 2022
3823,5.0,Super,Gud camera quality,31 March 2022
3824,5.0,Is this best mobile is life take,Ese mobile mai bahut jyada maza ata h best mobile,25 March 2022
3825,5.0,Nice mobile according to price,Camera quality not good as samsung smart phones other features very good.,18 March 2022
3826,5.0,Best in segment,Awesome phone,2 April 2022
3827,5.0,Perfect phone in this budget,Perfect phone in this budget,28 March 2022
3828,5.0,Great phone for daily usage,Till now everything is upto the mark and comparing price with other oneplus phones it provides bang for the buck.,26 February 2022
3829,1.0,Camera is very poor. I bought it for vlogs purpose and disappointed,Camera is very poor. I bought it for vlogs purpose and disappointed.Artificially bloated color.  Camera has different shades of color gradation for the same photo taken in a 2 second interval,29 August 2022
3830,5.0,Good Quality,Good Quality,Reviewed in India 🇮🇳 on 2 April 2022
3831,5.0,Best pic,"The media could not be loaded.
                



 Best",Reviewed in India 🇮🇳 on 7 May 2022
3832,5.0,Best phn,"Best phone,full fast processing, best battery ,best charging, best camera and video , best fingerprint, best design, best speed",Reviewed in India 🇮🇳 on 5 March 2022
3833,1.0,Samsung & Moto is same Range is much better,Quality of Display and Camera not worth. Display broke in just fall of 2 Feet as per Specification Screen is 5 Gorilla glass.  Camera quality is below there peers and same with display. Gave for screen replacement and already 12 days passed still no Answer.,Reviewed in India 🇮🇳 on 19 August 2022
3834,2.0,Excel sheet cannot be shared as attachments or pdf,Very poor quality phone,Reviewed in India 🇮🇳 on 28 June 2022
3835,5.0,Mast phone,Super duper,Reviewed in India 🇮🇳 on 1 April 2022
3836,5.0,Very good looking phone,Phone is very good and slim or looking good but battery backup is less.,Reviewed in India 🇮🇳 on 14 March 2022
3837,5.0,Just Go for it ..,Looks beautiful in blue lady ..Love it performance features slimmest and good battery pack with fast charge ..Feels good one plus ....❤️✅,Reviewed in India 🇮🇳 on 25 February 2022
3838,5.0,Great phone,Best mobile,Reviewed in India 🇮🇳 on 2 April 2022
3839,5.0,Very good,Wow osam,Reviewed in India 🇮🇳 on 1 April 2022
3840,1.0,Worst Phone,No feature is up to the mark and 25k is high price for this phone.,Reviewed in India 🇮🇳 on 9 September 2022
3841,5.0,Good phone under 25k,Awesome,Reviewed in India 🇮🇳 on 5 April 2022
3842,2.0,Camera,Quality less front camera,Reviewed in India 🇮🇳 on 27 June 2022
3843,5.0,Loved it,,Reviewed in India 🇮🇳 on 2 April 2022
3844,2.0,Not a good product,"Previously I am using poco F1 and after using this product , i could say it's not value for money product, face unlock finger print scanner and camera all are main key feature are not good as compare to poco F1.  Don't waste your money to buy this phone.",Reviewed in India 🇮🇳 on 23 April 2022
3845,2.0,Not accept this type of quality from one plus,Camera in indoor is very poor and also in nightmode,Reviewed in India 🇮🇳 on 18 June 2022
3846,5.0,Good performance,Awesome fabulous product 😍,Reviewed in India 🇮🇳 on 29 March 2022
3847,3.0,I No like this 🤣 phone,No good battery backup,Reviewed in India 🇮🇳 on 27 February 2022
3848,5.0,Very good  mobile,Very good mobile,Reviewed in India 🇮🇳 on 30 March 2022
3849,1.0,Heating issues,Severe heating up issues,Reviewed in India 🇮🇳 on 26 September 2022
3850,5.0,Excellent,Excellent,Reviewed in India 🇮🇳 on 3 April 2022
3851,5.0,Charging is wonderful,"Fingerprint reader, battery life and camera quality is awesome.",Reviewed in India 🇮🇳 on 21 March 2022
3852,5.0,Very  stylies mobile and  camera looking good,Superb,Reviewed in India 🇮🇳 on 3 April 2022
3853,5.0,Good,Good,Reviewed in India 🇮🇳 on 6 April 2022
3854,4.0,Good Mobile,"After a use of more than 2 months I m giving thus review.1. Display Quality and Resolution is too Good.2. Speed and Performance is Very Good.3. Rear Camer is just Ok, I was expecting a good camera but im disappointed. But the Front Camera is good than rear one.4. Battery last for a entire day with normal use.5. Charger is very fast.6. Lookwise i'm not happy because it looks like a mirror.",Reviewed in India 🇮🇳 on 23 August 2022
3855,5.0,Very nice phone,,Reviewed in India 🇮🇳 on 31 March 2022
3856,5.0,Awesome,,Reviewed in India 🇮🇳 on 1 April 2022
3857,5.0,product review,excellent,Reviewed in India 🇮🇳 on 2 April 2022
3858,5.0,Camera quality,Camera is really best forever in macro shotBest photography experience,Reviewed in India 🇮🇳 on 21 March 2022
3859,1.0,Mobile dead due to software and hardware issues.,Hello everyone.I am writing this review regarding this perticular model which didn't pass our expectations. After purchasing it was getting heat up and now it's totally brain dead due to software and hardware issues.I have given it to one of the service center of OnePlus and waiting to get it repaired. I'm not sure it will work at its best after the service. Again this service center is not near to my home town so it is total loss of time and money.Really this was new model lunched by OnePlus and It was gift to my brother. After this incident my trust on OnePlus is reduced.Thank you.Best Regards.,Reviewed in India 🇮🇳 on 19 July 2022
3860,5.0,Betray life is very poor,,31 March 2022
3861,5.0,Camera 📸 quality is best and very slim . touch is is very smooth,First time high price ka mobile liya ..mst h,23 March 2022
3862,5.0,Amazing device from OnePlus 👌,Not face any issues after for 4 daysCamera quality is amazing on both front and back camera,27 February 2022
3863,5.0,Amazing cameras,I buyed this phone 10 days ago ... It's really nice product by one plus,13 March 2022
3864,5.0,"working very smoothly, battery is good. Camera is okay okay. Rest everything is great.",Camera is  okay okay.Battery backup is good.Performance is excellent.,15 March 2022
3865,5.0,Supper Mobile,Superb all company mobile fail h etny price mai👌👌,19 March 2022
3866,5.0,Super performance,,31 March 2022
3867,5.0,Nice phone,Nice One plus phone in this budget,23 March 2022
3868,5.0,Good,Nice,3 April 2022
3869,1.0,"Poor replacement facility, it's fraud.","No one from Amazon team is considering my issue, phone battery is having frequent drainage issue. Still Amazon didn't replace my phone after claiming it on day 4 when I received the package. 👎👎",24 August 2022
3870,2.0,Nice,,Reviewed in India 🇮🇳 on 29 June 2022
3871,5.0,Overall phone is veryy good.,Overall phone is veryy good. Just camera is average..choose Nord 2 if you want to buy for camera..,Reviewed in India 🇮🇳 on 27 February 2022
3872,2.0,"Not  a Great Phone, Have some Issues","Feels like processor is slow, OS required some updates.",Reviewed in India 🇮🇳 on 19 June 2022
3873,5.0,Beast!,In short its a beast.In this price range you can own OnePlus!What else you need?,Reviewed in India 🇮🇳 on 4 March 2022
3874,5.0,Mostly is fine an device,I like this product,Reviewed in India 🇮🇳 on 27 March 2022
3875,5.0,Good product,Nice 👍🏻,Reviewed in India 🇮🇳 on 31 March 2022
3876,5.0,Awesome mobile,Loved the mobile looks and awesone,Reviewed in India 🇮🇳 on 23 March 2022
3877,2.0,Its an average phone,"Camera quality below average. Very low batery and it is an average phone.. But good speed, device oppen with finger print is very fastly, good sound.",Reviewed in India 🇮🇳 on 21 May 2022
3878,5.0,"Nice one, specially camera jst awesome",,Reviewed in India 🇮🇳 on 31 March 2022
3879,5.0,Lightweight,No alert slider but over all good,Reviewed in India 🇮🇳 on 22 March 2022
3880,5.0,Excellent in this price,Light weight nice cameraIn this range great dealThanks Amazon for quick delivery and nice phone,Reviewed in India 🇮🇳 on 28 February 2022
3881,5.0,Great upgrade from One+5T,Good Phone. Charging is fast and the phone is sleek. Photos comes up real nice.,Reviewed in India 🇮🇳 on 13 March 2022
3882,5.0,Worth the price,Nice product,Reviewed in India 🇮🇳 on 31 March 2022
3883,5.0,best phone ever in this range,battery life,Reviewed in India 🇮🇳 on 30 March 2022
3884,2.0,Good looking bad quality,Mobile is strucking some times. We have to hold the switch button to reboot to work mobile as normal,Reviewed in India 🇮🇳 on 1 June 2022
3885,5.0,Amazing order,I loved this product.thanks Amazon,Reviewed in India 🇮🇳 on 26 March 2022
3886,5.0,Charrging Speed Best,Charging Speed Best,Reviewed in India 🇮🇳 on 29 March 2022
3887,2.0,Below par camera experience,"There are many other alternatives available in the same price range. If you are going for OnePlus brand name, its not worth.",Reviewed in India 🇮🇳 on 29 May 2022
3888,5.0,Service,Grate phone,Reviewed in India 🇮🇳 on 31 March 2022
3889,5.0,Really nice,Like,Reviewed in India 🇮🇳 on 1 April 2022
3890,5.0,ALL IS WELL,VERY GOOD PHONE ALL OVER OF OPTION IS VERY COMFORTABLE,Reviewed in India 🇮🇳 on 16 March 2022
3891,5.0,The look and the camera..,The look and the camera are most important part of the phone..The battery backup is also 👍👍,Reviewed in India 🇮🇳 on 1 March 2022
3892,5.0,Nice,Perfect at this price.,Reviewed in India 🇮🇳 on 27 March 2022
3893,5.0,Good,Good,Reviewed in India 🇮🇳 on 31 March 2022
3894,1.0,Sometime finger print note working,Finger print issue and then charge time more 20 mins starting now minimum 40 mins charging,Reviewed in India 🇮🇳 on 6 September 2022
3895,5.0,Awesome,Superb,Reviewed in India 🇮🇳 on 4 April 2022
3896,5.0,Perfect phone in the price range,Perfect phone in the price range. Elegant look and design. Light weight having good camera quality.Worth buying.,Reviewed in India 🇮🇳 on 27 February 2022
3897,5.0,Awesome Performance 👌👌,Everything is Good as Per Price...,Reviewed in India 🇮🇳 on 22 March 2022
3898,5.0,Very good product and camera quality is good,Camera quality,Reviewed in India 🇮🇳 on 29 March 2022
3899,5.0,Budget phone with wonderful performance,Battery life is amazing and Camera quality and performance is very good..,Reviewed in India 🇮🇳 on 13 March 2022
3900,5.0,Ok good,Good working,30 March 2022
3901,5.0,Smart,,2 April 2022
3902,5.0,Paisa basool,I like everything in this segment,22 March 2022
3903,5.0,Amazing quality,Premium experienceEverything goes wellPhone is top notch,17 March 2022
3904,5.0,Best one plus phone,"No problem till now👍 very smooth and lag free, and very nice comparing to one plus Nord ce1.",26 February 2022
3905,5.0,Very good Phone.,Very good Phone and all functions are very smooth.,20 March 2022
3906,5.0,Best price,Very good quality and battery best,23 March 2022
3907,5.0,Mjedaar,Majedaar,31 March 2022
3908,5.0,Excellant,"Good battery life, good camera vision.",22 March 2022
3909,5.0,Osm product,Amazon ki best sellers service h badiya phone,18 March 2022
3910,5.0,"Good phone,","Design good,full paisa wasool but camera quality is not so good but ok.",Reviewed in India 🇮🇳 on 11 March 2022
3911,5.0,processor,excellent product,Reviewed in India 🇮🇳 on 2 April 2022
3912,2.0,Xx,Pic quality is very poor.  Total wastage of money.,Reviewed in India 🇮🇳 on 18 June 2022
3913,5.0,Simply horsome 😍,"In best price got a good product, simply horsome.",Reviewed in India 🇮🇳 on 17 March 2022
3914,5.0,Very nice mobil  quick  bull charge  30mint,Very nice mobil  tq amozn,Reviewed in India 🇮🇳 on 21 March 2022
3915,5.0,Awesome product,Awesome product,Reviewed in India 🇮🇳 on 29 March 2022
3916,5.0,Very nice,It's feature,Reviewed in India 🇮🇳 on 30 March 2022
3917,5.0,Good,Good phone,Reviewed in India 🇮🇳 on 29 March 2022
3918,5.0,Good,Good,Reviewed in India 🇮🇳 on 1 April 2022
3919,5.0,Excellent  phone,Camera nice,Reviewed in India 🇮🇳 on 29 March 2022
3920,5.0,"Superb Smarty, clean UI, rocking daily usage phone",Excellent PerformanceSmooth DisplayNice UI Experiencelooking fill Premiumit's really amazing one plus brand,Reviewed in India 🇮🇳 on 1 March 2022
3921,5.0,Superb,It is pretty nice device,Reviewed in India 🇮🇳 on 23 March 2022
3922,5.0,One plus cha nad kraycha nay,One plus cha nad kraycha nay,Reviewed in India 🇮🇳 on 21 March 2022
3923,5.0,OnePlus,Awesome thank you OnePlus team and Amazon,Reviewed in India 🇮🇳 on 19 March 2022
3924,5.0,Good,Good,Reviewed in India 🇮🇳 on 3 April 2022
3925,5.0,Superb Phone,All are superb,Reviewed in India 🇮🇳 on 28 March 2022
3926,5.0,Awesome,Ok,Reviewed in India 🇮🇳 on 3 April 2022
3927,5.0,Superb charging very good phone,Totally satisfied with the phone and this is my first from one plus. Wat else u want in 25k... A neuclear bomb?🤣👍,Reviewed in India 🇮🇳 on 26 February 2022
3928,5.0,Very good phone . every one should buy this phone,Very good budget and user friendly phone.,Reviewed in India 🇮🇳 on 19 March 2022
3929,5.0,Value for money,Mobile heated to much,Reviewed in India 🇮🇳 on 25 March 2022
3930,5.0,Awesome,"One plus brand in this price is just amazingEverything is good, specially charging speed and screen",Reviewed in India 🇮🇳 on 27 February 2022
3931,5.0,Can easily auto call record without notify,Love it.Pros. I have buyCons. U r searchingOverallUnder this price good product.,Reviewed in India 🇮🇳 on 26 February 2022
3932,2.0,Battery,I bought this phone 3months back battery drains very fast with very normal use i don't even watch movies on phone... Very bad,Reviewed in India 🇮🇳 on 24 May 2022
3933,5.0,Nice,Average phone for day to day usage,Reviewed in India 🇮🇳 on 21 March 2022
3934,5.0,All rounder beast and classy !,This is an all rounder specs premium smartphone with a competetive price !,Reviewed in India 🇮🇳 on 9 March 2022
3935,5.0,The phn is very light and very smooth to hold,I used this product from last one month,Reviewed in India 🇮🇳 on 17 March 2022
3936,5.0,Display good,Good,Reviewed in India 🇮🇳 on 29 March 2022
3937,5.0,Iam very happy this mobile 🥰,All is well super,Reviewed in India 🇮🇳 on 24 March 2022
3938,2.0,Not on OnePlus level 👎,"Though it's a mid range phone for 5g it never gives you a normal one plus phone impression, camera is worst , display is average. You will see a lag whenever you use Instagram and often I see a issue even after the muting, the audio is popping out",Reviewed in India 🇮🇳 on 10 April 2022
3939,5.0,"So far, so good",You get what you pay for. Do not expect high end performance from a midrange phone.,Reviewed in India 🇮🇳 on 26 February 2022
3940,5.0,Best phone at this price,"Light weighted, good camera, refresh rate is good. It is much better phone than previous release.",28 February 2022
3941,5.0,Butiful product,This product is very good 😌😌,20 March 2022
3942,2.0,Disappointed,It could have been better. The brand has certainly lost trust by making these kind of phones. Not so cool and refined design,23 May 2022
3943,5.0,Fingerprint sensor,Nice product,3 April 2022
3944,5.0,Performance good...,Gud camera and battery back up👍🏻,20 March 2022
3945,5.0,Suppeerrbb,Awesome Phone...Btry backup is good.Camera also good.And look very highly Standard.,5 March 2022
3946,1.0,Hanging some time even you keep aside,Hanging some time even you keep aside without using it. Again need to restart 128gb memory card photos loading taking too much time,29 August 2022
3947,2.0,Good,Good product but having issue with battery life,15 June 2022
3948,5.0,Ek dum mast mobile hai KK,Mast mobile hai KK😛😛😛😛😛,22 March 2022
3949,5.0,Very nice 👍,Good,30 March 2022
3950,5.0,Phone is very light and handy. I love it will update the feedback after few weeks of usage,Phone is very light and handy. I love it will update the feedback after few weeks of usage,27 February 2022
3951,5.0,Photo quality,Good experience and,26 March 2022
3952,5.0,Mast,,28 March 2022
3953,5.0,Excellent Phone,Awesome,29 March 2022
3954,5.0,Based on brand ia would recommend this to buy for Camera and UI,Over all Good at its price,20 March 2022
3955,5.0,"Phone is great, camera lacks the punch.",Overall a great phone at this price. Camera could still be improved. Missing alert slider.,6 March 2022
3956,5.0,Best Mobile under 25000,"Camera is amazing .Smooth handling, doesn't lag.Awesome for gaming.Battery runs for 1.5 day.",3 March 2022
3957,5.0,Good smartphone,Camera is a bestAnd back look smartphone is very letestAnd battery charging in 30 minute,27 February 2022
3958,5.0,Cool look & Fast charging,"Nice design, good performance, best buy around 20000, with offers",14 March 2022
3959,5.0,Excellent,Product is very nice. It is working properly,16 March 2022
3960,5.0,Camera 🤳 good quality,its battery is not good,25 March 2022
3961,5.0,Nice quality build up.  Nice performance,"Fingerprint fine,bettery awesome,camera quality avarage",21 March 2022
3962,5.0,Very very excellent,💝,29 March 2022
3963,5.0,Good,Good,28 March 2022
3964,1.0,Worst mobile phone,There is nothing good with this phone. This one is the worst mobile phone I have seen in my life. Amazon also failed to replace this product after so many reminder. One plus company should make policy if any one purchased their outdated defective phone then it is supposed to be return / replace..,8 August 2022
3965,5.0,Nice phone...,Batary backup 5starCamera 4 starDisplay 5starPerformance 4 starOverall to nice experience with this phone.,26 February 2022
3966,5.0,This product is very good,I like very much this product,19 March 2022
3967,5.0,Very nice and fast phone,Good,1 April 2022
3968,5.0,Excellent 👍,Awesome 👍,27 March 2022
3969,5.0,OnePlus Nord CE 2 5G,Excellent,28 March 2022
3970,5.0,Good,Good,28 March 2022
3971,5.0,It's really a very good brand,All quality good,24 March 2022
3972,1.0,Waste of Money And Very Bad Service from Amazon,Please don't Buy this Product from amazon. My phone has heating issues. I put a request for replacement/Refund. The technician told me you will get refund/replacement on my choice when I called Amazon customer care they replied me the Technician updated them that issue resolved. I also had recording of technician but amazon agent don't want to listen.,4 August 2022
3973,5.0,🙏🏼 good one,Trust of 1 plus,25 March 2022
3974,5.0,"Dispoint for processor, it could be snapdragon processor.",This phone can use for basic users. Dispoint for processor.,12 March 2022
3975,5.0,Nice phone,Camera goodBattery backup goodCharging very fastPerformance goodAll is well in budget,27 February 2022
3976,5.0,Phone is very good quality but phone box is poor quality,"The media could not be loaded.
                



 Product is very good quality 😊😊😊",18 April 2022
3977,5.0,Battery less but require 5000mah,Battery hour low require 5000mha,19 March 2022
3978,5.0,Excellent 🔥,"OnePlus always surprises buyers, by giving good features In fair price 🔥, this device is amazing 🥰🤗🔥🔥",26 February 2022
3979,5.0,Love this phone💙💙,"The media could not be loaded.
                



 So Nice Phone💙",27 April 2022
3980,5.0,Best,Most be,25 March 2022
3981,5.0,A fantastic phone,Camera quality osm and back pannel very nyc,15 March 2022
3982,1.0,"Price is too high,phone is basic features",Useless phine its very expensive no much futures its like basic phone please do not buy better to buy the different phon,28 August 2022
3983,5.0,One plus Nord  ce2 mobile is very good mobile,Awesome 👍👍👍👍,25 March 2022
3984,5.0,All are good 👍👍👍,Front camera not satisfy,22 March 2022
3985,5.0,Very smart phone,Best,29 March 2022
3986,1.0,At the range of 25K the phone is not as per expectation.,Very poor phone in terms of Battery life and it's camera also.,7 September 2022
3987,5.0,Excellent 👍,I'm very happy 😊,21 March 2022
3988,5.0,Awesome mobile 📱,Awesome mobile,25 March 2022
3989,5.0,Just Awesome,This is just outstanding.go for it,19 March 2022
3990,5.0,Perfect gifting option.,Fast charging is amazing.,22 March 2022
3991,1.0,Not recommended...not happy with the product,"Facing a problem with call,whenever you are trying to disconnect the call it will not work & after disconnecting a call by using hangup popup, the popup will remain on the screen until we restart the phone. Also when you minimise your call at that time other person will not hear anything....",4 August 2022
3992,1.0,Received a faulty charger.,Charger is faulty and is not charging the phone anymore.,11 September 2022
3993,5.0,Such a great experience with this device. OnePlus name is enough,Great,27 March 2022
3994,5.0,Awesome phone but battery not good,Battery backup not good,21 March 2022
3995,5.0,The best phone in Nord series,Good,27 March 2022
3996,5.0,Total package,Amazing phone for all purpose,20 March 2022
3997,5.0,Osm,Nice,27 March 2022
3998,5.0,Don't think about it just buy it,Nice product diliver by AmazonAll good,16 March 2022
3999,5.0,New to OnePlus,I'm new to OnePlus & I'm enjoying the premiumness in mid-range segment!! Cheers 😊,28 February 2022
4000,5.0,Good exchange value of mobile Samsung galaxy A10,Value for money.Can be gifted to your beloved partner.,13 March 2022
4001,5.0,Nice mobile,"Camera, bettary backup",23 March 2022
4002,5.0,"Wow ,",No 1 camera phone in this range,15 March 2022
4003,5.0,Superb all-rounder phone,Superb all-rounder phone,23 March 2022
4004,2.0,Camera qwality is very poor. Rear camera is not good.,Camera qwality is not good in this price range. receiving voice is so low. finger print is not working properly.,24 May 2022
4005,5.0,Battery drain very fast,Battery drain very fast,22 March 2022
4006,5.0,It's a awesome product,,25 March 2022
4007,2.0,Very good,Good,23 June 2022
4008,5.0,Camara design is Big size and there is no black colour,,29 March 2022
4009,5.0,"Short time on delivery , I love it","Good looking, battery back up so good, camera result is nice. Thank you",5 March 2022
4010,5.0,Happy,,24 March 2022
4011,5.0,Awesome smartphone 🤩,Must buy,25 March 2022
4012,5.0,superbbb,loves,27 March 2022
4013,5.0,good mobile,good mobile,24 March 2022
4014,5.0,Nice phone,Nice fingerprint but quick battery discharge,17 March 2022
4015,5.0,Good quality,Good,26 March 2022
4016,5.0,Nice,Nice,30 March 2022
4017,5.0,It’s amazing,,24 March 2022
4018,1.0,Dabba phone,Me sabhi ko bolunga k ye phon mat lo,9 September 2022
4019,5.0,Mobile Sometime Automatically switch offf and on,Ok,25 March 2022
4020,5.0,Smooth,audio quality best,22 March 2022
4021,5.0,Good quality phone,Good phone. Stylish design. Awesome performance. Nice quality photos.,16 March 2022
4022,5.0,Amazing phone 😍📱,,24 March 2022
4023,5.0,NICE MODEL CE 2,WEIGHT LOSS PHONE,22 March 2022
4024,5.0,Excellent super fast phone,Good camera2 days battery life with routine usage,12 March 2022
4025,5.0,Quality  & camera good,Camera clarity good,21 March 2022
4026,5.0,Best Budgeted smartphone!,Go for it without second thought!,16 March 2022
4027,5.0,1 no camera,Awsm camera and mobile finishings is to good it's to light,8 March 2022
4028,5.0,Prafomation and camera super work,Super mobile,23 March 2022
4029,5.0,Very good,Very good,27 March 2022
4030,5.0,Its awsome,The media could not be loaded.,1 May 2022
4031,5.0,Processing very fast,Bindas,25 March 2022
4032,5.0,Nord CE2,Look wise great but it could be more at the price range especially camera,26 February 2022
4033,5.0,Osam phone,Solid,25 March 2022
4034,5.0,Nice,Nice,25 March 2022
4035,2.0,Waste of money,MRP printed itself 24999/- why Amazon showing high rate and rebate. It is simply cheatingBattery draining very quicklyCamera quality is not upto the markSpeaker performance also not goodAt this price better you go for Samsung,12 April 2022
4036,2.0,Excellent phone in this range,It is a good phone under 25 k range. Camera quality is as compared to Samsung.Also light weight & slim body. Batter is average.Rating is 4.5,5 May 2022
4037,5.0,Something perfect but not feel like OnePlus as others like.,Super Fantastic ok,21 March 2022
4038,5.0,Mobile 25k range me bahut accha hai sbse best,Bahut mast camera quilty charge 20min me fullNord-2se accha hi hai 25k range me,27 February 2022
4039,5.0,One plus Nord CE 2 5G,Awesome phone. No words for this phone as usual extraordinary 👍🏻👌🏻👌🏻👌🏻,12 March 2022
4040,5.0,Best in segment,Fast chargingExpendeble storageNo heating issueOnePlus markOr kya chahiye,2 March 2022
4041,5.0,Kadak phone,,22 March 2022
4042,5.0,Smooth working and good looking phone,,22 March 2022
4043,5.0,Really.. it's supervooc.. speedy.. awesome clearity..,Battery back up is awesome.. and 65 W charger.. it's really supervooc. Camera also nice..,27 February 2022
4044,5.0,Superb 💥,Unlikes: camera not much great. and mono speakerElse the phone is classy,3 March 2022
4045,5.0,I like it,Very nice quality,22 March 2022
4046,5.0,Best in class unique design and multiple advantages,One plus Best in class unique design and multiple advantages .just wowwww,5 March 2022
4047,5.0,Superb quality mobile,Superb,25 March 2022
4048,5.0,Amazing phone,Not bad Love this phone,15 March 2022
4049,5.0,Good Phone,Good budget phone Light weight awesome phone,13 March 2022
4050,5.0,Better mobile for litely use,Heat problem,Reviewed in India 🇮🇳 on 22 March 2022
4051,5.0,Camera quality problem,"The media could not be loaded.
                



 Camera quality not better",Reviewed in India 🇮🇳 on 22 April 2022
4052,5.0,Goo,Good,Reviewed in India 🇮🇳 on 24 March 2022
4053,5.0,Very lite mobile phone,Nice Mobile phone,Reviewed in India 🇮🇳 on 21 March 2022
4054,4.0,It’s a good phone.,I gifted it to my sister. She has been using it ever since it got launch. Everything is good but I guess the camera could have been better for the price range but it’s not like it’s too bad.Overall it’s a good phone.,Reviewed in India 🇮🇳 on 14 August 2022
4055,2.0,Battery is not good but it will not be better,Battery is not good,Reviewed in India 🇮🇳 on 15 June 2022
4056,1.0,Problem with process,"Hanging,Camera Late working while on video call.Pics will take time to open because of processing issue",Reviewed in India 🇮🇳 on 29 August 2022
4057,5.0,Just awesome 🤘,"Only sometimes feel heating...Other than that, no any concern about the phone.",Reviewed in India 🇮🇳 on 3 March 2022
4058,5.0,Very nice,Beautiful,Reviewed in India 🇮🇳 on 23 March 2022
4059,5.0,Osm,I m happy with this price...,Reviewed in India 🇮🇳 on 15 March 2022
4060,5.0,So smooth os,So smooth os,21 March 2022
4061,5.0,Super,Super mobile,22 March 2022
4062,5.0,Handy phone. Good camera,Good phone from one plus in mid range. Decent camera. Nice screen.,28 February 2022
4063,5.0,Good,,22 March 2022
4064,5.0,Everything,Excellent,23 March 2022
4065,5.0,Super,Super mobile,23 March 2022
4066,5.0,Super mobile....,"I like to the mobile charging speed, camera quality and battery backup...",4 March 2022
4067,5.0,Just awesome experience ☺️,"The media could not be loaded.
                



 Phone looks are relly amazing that is performance too. Display is awesome camera is uptomark . If u get deal arond 16k go for it.",26 February 2022
4068,1.0,annoying phone. cant return it now :(,"Just aweful notification. Alerting notifications dont come on top, you have to scroll down. you can't clear all notifications. they will come back again. you should manually mark them as read. Battery is just okish.Buy oppo/redmi. not all chinese phone are same. oneplus quality has gone way way done.",5 August 2022
4069,5.0,Amazing,Smooth and amazing good camera and speed,12 March 2022
4070,5.0,Nice product,"The media could not be loaded.
                



 15days review.. I'm a new 🆕 user to 1+ it's best compared to other products...",16 March 2022
4071,5.0,Overall good package,Awesome camera 👌Go for it,14 March 2022
4072,5.0,Camra Quility not good but rest of things in theis Mobile very nyc,Camra Quility not good but rest of things in this Mobile very nyc,4 March 2022
4073,5.0,Value for money 🤑,my 1st experience is so good I just some  photos shared,27 February 2022
4074,5.0,Battery charger super.,Good,26 March 2022
4075,5.0,Great phone of OnePlus under 25k .it's camera quality is too good.,Display and camera quality is Nice.,13 March 2022
4076,5.0,Camara tooo worst,Over all phone good but camara too worst otherwise friendly use,5 March 2022
4077,5.0,Amazing product,Amazing,22 March 2022
4078,5.0,Worth for the money you pay...,"Charges quick,amazing battery life,better camera quality than previous Nord versions..",6 March 2022
4079,5.0,Worth for it's price,Nice..,22 March 2022
4080,5.0,Great Product,Great Product,Reviewed in India 🇮🇳 on 21 March 2022
4081,5.0,Superb smartphone,Fast charging,Reviewed in India 🇮🇳 on 21 March 2022
4082,2.0,Nothing like other OnePlus Phones,Finger print sensor is not fast.Issues with data and wifi connectivity.Every screen ..even file manager takes time to load everytime.Suddenly the phone resets to the homescreen anytime.Nothing like other OnePlus Phones.They reduced the quality with the price,Reviewed in India 🇮🇳 on 6 April 2022
4083,5.0,Nice phone 🤳,Mast hai,Reviewed in India 🇮🇳 on 20 March 2022
4084,5.0,One plus Nord 5g CE 2,Battery life is not good,Reviewed in India 🇮🇳 on 15 March 2022
4085,5.0,good product,it's good in this orice,Reviewed in India 🇮🇳 on 16 March 2022
4086,5.0,Charging very fast,Nice product.Worth for the price.I recommend it.Thanks for Amazon.,Reviewed in India 🇮🇳 on 26 February 2022
4087,5.0,Osum,Best mobile OnePlus Nord CE 2,Reviewed in India 🇮🇳 on 14 March 2022
4088,5.0,Ok,,Reviewed in India 🇮🇳 on 20 March 2022
4089,5.0,What a phone..!!!,Superb..!!No more words it is awesome ..!!,Reviewed in India 🇮🇳 on 13 March 2022
4090,5.0,First impression,Seems good till date. My first purchase was satisfactory. Let me review after a month,26 February 2022
4091,5.0,Amazing phone,Frant fingerprint reader is ❤❤❤❤,15 March 2022
4092,5.0,Good quality,,20 March 2022
4093,5.0,battery life,Battery backup should be little more compared to the price,7 March 2022
4094,5.0,Fantastic,Beautiful product,20 March 2022
4095,2.0,Speaker is not suitable for this device this speakers like karbon keypadmobile,Fingerprint reader awasomeBattery's betterCamera also daylight betterSpeaker not good for this device it's loud speakWhile I open video recorder this device showing green screen,2 May 2022
4096,5.0,Best in this price,Working  fast n good..high quality specs with best camera and display.,3 March 2022
4097,5.0,Little hangeed,Slow and hanged,19 March 2022
4098,5.0,About Phone,Using for last 24 hrs ...Battery..power has to improve ...but no complain,27 February 2022
4099,2.0,Average Phone,Camera & Phone Speaker are not up to the mark . Get heat quickly,27 May 2022
